Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
7127-320,Buick,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,ALL ENGINES Buick PRE 1979,2
8497-240,Buick,240amp 3 Phase ,9,9,9,17,$329 ,,10,15,20,2004-2006 Buick Rainer 4.2,2
8497-270,Buick,270amp 3 Phase ,9,9,9,17,$399 ,,10,15,20,2004-2006 Buick Rainer 4.2,2
8497-350,Buick,350amp 6 phase,9,9,9,17,$659 ,,10,15,20,2004-2006 Buick Rainer 4.2,2
8498-240,Buick,240amp 3 Phase ,9,9,9,17,$329 ,,10,15,20,2007 Buick Rainer 4.2,2
8498-270,Buick,270amp 3 Phase ,9,9,9,17,$399 ,,10,15,20,2007 Buick Rainer 4.2,2
8498-350,Buick,350amp 6 Phase ,9,9,9,17,$659 ,,10,15,20,2007 Buick Rainer 4.2,2
8287-240,Buick ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1999-2004 Buick Regal 3.8,2
8287-320,Buick ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1999-2004 Buick Regal 3.8,2
8287-250,Buick ,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 Buick Regal 3.8,2
8287-300,Buick ,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 Buick Regal 3.8,2
8287-370,Buick ,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 Buick Regal 3.8,2
7864-240,Buick ,240amp 3 Phase ,9,9,9,17,$329 ,,10,15,20,1986-1987 Buick Regal 3.8 W/ TURBO,2
7864-270,Buick ,270amp 3 Phase ,9,9,9,17,$399 ,,10,15,20,1986-1987 Buick Regal 3.8 W/ TURBO,2
7127-240,Buick ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1973-1982 Buick Regal B-8 W/ 12SI,2
7127-320,Buick ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1973-1982 Buick Regal B-8 W/ 12SI,2
8287-240,Buick ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2002-2007 Buick Rendezvous ALL ENGINES,2
8287-320,Buick ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2002-2007 Buick Rendezvous ALL ENGINES,2
8287-250,Buick ,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2002-2007 Buick Rendezvous ALL ENGINES,2
8287-300,Buick ,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2002-2007 Buick Rendezvous ALL ENGINES,2
8287-370,Buick ,350amp Hairpin,9,9,9,17,$599 ,,10,15,20,2002-2007 Buick Rendezvous ALL ENGINES,2
7864-240,Buick,240amp Hairpin,9,9,9,17,$329 ,,10,15,20,1986-1995 Buick Riviera 3.8,2
7864-270,Buick,270amp Hairpin,9,9,9,17,$399 ,,10,15,20,1986-1995 Buick Riviera 3.8,2
7127-240,Buick,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1963-1985 Buick Riviera ALL ENGINES w/ 12SI,2
7127-320,Buick,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1963-1985 Buick Riviera ALL ENGINES w/ 12SI,2
7864-240,Buick,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1994-1996 Buick Roadmaster 5.0,2
7864-270,Buick,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1994-1996 Buick Roadmaster 5.0,2
7127-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,All Early models Pre 1985 Cadillac v-8,2
7127-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,All Early models Pre 1985 Cadillac v-8,2
11251-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2013-2014 Cadillac XTS 3.6,2
11251-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2013-2014 Cadillac XTS 3.6,2
11044-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2007 Cadillac CTS 2.8,2
11044-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2007 Cadillac CTS 2.8,2
11003-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2004 Cadillac CTS 3.2,2
11003-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2004 Cadillac CTS 3.2,2
11044-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2004-2007 Cadillac CTS 3.6,2
11044-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2004-2007 Cadillac CTS 3.6,2
11369-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2009 Cadillac CTS 3.6,2
11369-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2009 Cadillac CTS 3.6,2
11037-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2004-2005 Cadillac CTS 5.7,2
11037-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2004-2005 Cadillac CTS 5.7,2
7864-240,Cadillac,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1986-1999 Cadillac Deville 4.1,2
7864-270,Cadillac,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1986-1999 Cadillac Deville 4.1,2
13919-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2005 Cadillac Deville 4.1,2
13919-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2005 Cadillac Deville 4.1,2
7864-240,Cadillac,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1986-1999 Cadillac Deville 4.5,2
7864-270,Cadillac,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1986-1999 Cadillac Deville 4.5,2
13919-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2005 Cadillac Deville 4.5,2
13919-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2005 Cadillac Deville 4.5,2
7864-240,Cadillac,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1986-1999 Cadillac Deville 4.6,2
7864-270,Cadillac,270amp 3 phase,9,9,9,17,$399 ,,10,15,20,1986-1999 Cadillac Deville 4.6,2
13919-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2005 Cadillac Deville 4.6,2
13919-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2005 Cadillac Deville 4.6,
11248-240,Cadillac,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2006-2011 Cadillac DTS 4.6,
11248-320,Cadillac,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2006-2011 Cadillac DTS 4.6,
7864-240,Cadillac,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1986-2002 Cadillac Eldorado 4.1,2
7864-270,Cadillac,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1986-2002 Cadillac Eldorado 4.1,2
8206-240,Cadillac,240amp Hairpin,9,9,9,17,$329 ,,10,15,20,1999-2004 Cadillac Escalade 5.7,2
8206-270,Cadillac,270amp Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 5.7,2
8206-250,Cadillac,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 5.7,2
8206-300,Cadillac,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 Cadillac Escalade 5.7,2
8206-370,Cadillac,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 Cadillac Escalade 5.7,2
8302-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,2005-2013 Cadillac Escalade 5.7,2
8302-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,2005-2013 Cadillac Escalade 5.7,2
8302-250,Cadillac,250amp E series,9,9,9,17,$399 ,,10,15,20,2005-2013 Cadillac Escalade 5.7,2
8302-300,Cadillac,300amp E series,9,9,9,17,$499 ,,10,15,20,2005-2013 Cadillac Escalade 5.7,2
8302-370,Cadillac,370amp E series,9,9,9,17,$599 ,,10,15,20,2005-2013 Cadillac Escalade 5.7,2
8302-240,Cadillac,240amp G series,9,9, ,17,$329 ,,10,15,20,2005-2013 CadillacEscalade 5.7,2
8302-270,Cadillac,270amp G series,9,9,9,17,$399 ,,10,15,20,2005-2013 CadillacEscalade 5.7,2
8302-250,Cadillac,250amp G series,9,9, ,17,$399 ,,10,15,20,2005-2013 CadillacEscalade 5.7,2
8302-300,Cadillac,300amp G series,9,9, ,17,$429 ,,10,15,20,2005-2013 CadillacEscalade 5.7,2
8302-370,Cadillac,370amp G series,9,9, ,17,$599 ,,10,15,20,2005-2013 CadillacEscalade 5.7,2
8206-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1999-2004 Cadillac Escalade 6.0,2
8206-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 6.0,2
8206-250,Cadillac,250amp G series,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 6.0,2
8206-300,Cadillac,300amp G series,9,9,9,17,$429 ,,10,15,20,1999-2004 Cadillac Escalade 6.0,2
8206-370,Cadillac,370amp G series,9,9,9,17,$599 ,,10,15,20,1999-2004 Cadillac Escalade 6.0,2
8302-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,2005-2013 Cadillac Escalade 6.0,2
8302-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,2005-2013 Cadillac Escalade 6.0,2
8302-250,Cadillac,250amp G series,9,9,9,17,$399 ,,10,15,20,2005-2013 Cadillac Escalade 6.0,2
8302-300,Cadillac,300amp G series,9,9,9,17,$429 ,,10,15,20,2005-2013 Cadillac Escalade 6.0,2
8302-370,Cadillac,350amp G series,9,9,\,17,$599 ,,10,15,20,2005-2013 Cadillac Escalade 6.0,2
8206-240,Cadillac,240amp E series,9,9, ,17,$329 ,,10,15,20,1999-2004 Cadillac Escalade 6.2,2
8206-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 6.2,2
8206-250,Cadillac,250amp G series,9,9,9,17,$399 ,,10,15,20,1999-2004 Cadillac Escalade 6.2,2
8206-300,Cadillac,300amp G series,9,9,9,17,$429 ,,10,15,20,1999-2004 Cadillac Escalade 6.2,2
8206-370,Cadillac,370amp G series,9,9,9,17,$599 ,,10,15,20,1999-2004 Cadillac Escalade 6.2,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.1,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.1,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.5,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.5,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.9,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1996 Cadillac Fleetwood 4.9,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1997 Cadillac Seville 4.1,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1997 Cadillac Seville 4.1,2
13919-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,1998-2004 Cadillac Seville 4.1,2
13919-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,1998-2004 Cadillac Seville 4.1,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1997 Cadillac Seville 4.5,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1997 Cadillac Seville 4.5,2
13919-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,1998-2004 Cadillac Seville 4.5,2
13919-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,1998-2004 Cadillac Seville 4.5,2
7864-240,Cadillac,240amp E series,9,9,9,17,$329 ,,10,15,20,1986-1997 Cadillac Seville 4.6,2
7864-270,Cadillac,270amp E series,9,9,9,17,$399 ,,10,15,20,1986-1997 Cadillac Seville 4.6,2
13919-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,1998-2004 Cadillac Seville 4.6,2
13919-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,1998-2004 Cadillac Seville 4.6,2
11046-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2004-2009 Cadillac SRX 3.6,2
11046-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2004-2009 Cadillac SRX 3.6,2
11038-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2004-2009 Cadillac SRX 4.6,2
11038-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2004-2009 Cadillac SRX 4.6,2
11248-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2007-2009 Cadillac SRX 4.6,2
11248-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2007-2009 Cadillac SRX 4.6,2
11046-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2005-2009 Cadillac STS 3.6,2
11046-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2005-2009 Cadillac STS 3.6,2
11038-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2006 Cadillac STS 4.4,2
11038-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2006 Cadillac STS 4.4,2
11247-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2007-2009 Cadillac STS 4.4,2
11247-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2007-2009 Cadillac STS 4.4,2
11038-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2005-2006 Cadillac STS 4.6,2
11038-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2005-2006 Cadillac STS 4.6,2
11248-240,Cadillac,240amp S series,9,9,9,17,$359 ,,10,15,20,2007-2009 Cadillac STS 4.6,2
11248-320,Cadillac,320amp S series,9,9,9,17,$459 ,,10,15,20,2007-2009 Cadillac STS 4.6,2
7127-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1963-1985 Chevy All early models V-8,2
7127-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1963-1985 Chevy All early models V-8,2
81657-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-320sc,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-270,Chevrolet,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 Chevy Astro 4.3,2
81657-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-320sc,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
81657-270,Chevrolet,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1996-2005 Chevy Astro 4.3,2
8206-240,Chevrolet,240amp E series,9,9,9,17,$329 ,,10,15,20,2002-2004 Chevy Avalanche all engines,2
8206-270,Chevrolet,270amp E series,9,9,9,17,$399 ,,10,15,20,2002-2004 Chevy Avalanche all engines,2
8206-250,Chevrolet,250amp G series,9,9,9,17,$399 ,,10,15,20,2002-2004 Chevy Avalanche all engines,2
8206-300,Chevrolet,300amp G series,9,9,9,17,$429 ,,10,15,20,2002-2004 Chevy Avalanche all engines,2
8206-370,Chevrolet,370amp G series,9,9,9,17,$599 ,,10,15,20,2002-2004 Chevy Avalanche all engines,2
8302-240,Chevrolet,240amp E series,9,9,9,17,$329 ,,10,15,20,2005-2012 Chevy Avalanche All egines,2
8302-270,Chevrolet,270amp E series,9,9,9,17,$399 ,,10,15,20,2005-2012 Chevy Avalanche All egines,2
8302-250,Chevrolet,250amp E series,9,9,9,17,$399 ,,10,15,20,2005-2012 Chevy Avalanche All egines,2
8302-300,Chevrolet,300amp G series,9,9,9,17,$429 ,,10,15,20,2005-2012 Chevy Avalanche All egines,2
8302-370,Chevrolet,370amp G series,9,9,9,17,$599 ,,10,15,20,2005-2012 Chevy Avalanche All egines,2
81657-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1988-1992 Chevy Camaro 5.0L,2
81657-320sc,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1988-1992 Chevy Camaro 5.0L,2
81657-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1993-1997 Chevy Camaro 5.0L ,2
81657-320sc,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1993-1997 Chevy Camaro 5.0L ,2
8206-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1998-2002 Chevy Camaro 5.0L ,2
8206-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1998-2002 Chevy Camaro 5.0L ,2
81657-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1988-1992 Chevy Camaro 5.7L,2
81657-320sc,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1988-1992 Chevy Camaro 5.7L,2
7864-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1993-1997 Chevy Camaro 5.7L,2
7864-270,Chevrolet,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1997 Chevy Camaro 5.7L,2
8206-240,Chevrolet,240amp Hairpin,9,9,9,17,$379 ,,10,15,20,1998-2002 Chevy Camaro 5.7L ,2
8206-320,Chevrolet,320amp Hairpin,9,9,9,17,$479 ,,10,15,20,1998-2002 Chevy Camaro 5.7L ,2
7864-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1994-1996 Chevy Caprice 4.3L,2
7864-270,Chevrolet,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1994-1996 Chevy Caprice 4.3L,2
7864-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1994-1996 Chevy Caprice 5.7L,2
7864-270,Chevrolet,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1994-1996 Chevy Caprice 5.7L,2
11140-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2005 Chevy Cavalier 2.2L Ecotec,2
11140-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2005 Chevy Cavalier 2.2L Ecotec,2
11140-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2003-2005 Chevy Cavalier 2.2L Ecotec,2
11140-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2003-2005 Chevy Cavalier 2.2L Ecotec,2
11140-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2003-2005 Chevy Cavalier 2.2L Ecotec,2
8199-240sc,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1996-2002 Chevy Cavalier 2.2L OHC ,2
8199-320sc,Chevrolet,320amp Hairpin,9, ,9,17,$459 ,,10,15,20,1996-2002 Chevy Cavalier 2.2L OHC ,2
8199-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1996-2002 Chevy Cavalier 2.2L OHC ,2
8199-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1996-2002 Chevy Cavalier 2.2L OHC ,2
8199-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1996-2002 Chevy Cavalier 2.2L OHC ,2
11140-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2009 Chevy Cobalt 2.2L ,2
11140-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2009 Chevy Cobalt 2.2L ,2
11140-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2009 Chevy Cobalt 2.2L ,2
11140-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2009 Chevy Cobalt 2.2L ,2
11140-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2009 Chevy Cobalt 2.2L ,2
11140-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2009 Chevy Cobalt 2.4L Non-SC,2
11140-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2009 Chevy Cobalt 2.4L Non-SC,2
11140-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2009 Chevy Cobalt 2.4L Non-SC,2
11140-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2009 Chevy Cobalt 2.4L Non-SC,2
11140-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2009 Chevy Cobalt 2.4L Non-SC,2
7864-240,Chevrolet,240amp Hairpin,9,9,9,17,$329 ,,10,15,20,1992-1996 Chevy Corvette 5.7L ,2
7864-270,Chevrolet,270amp Hairpin,9,9,9,17,$399 ,,10,15,20,1992-1996 Chevy Corvette 5.7L ,2
13968-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1997-2004 Chevy corvette 5.7L ,2
13968-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1997-2004 Chevy corvette 5.7L ,2
13968-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2013 Chevy corvette 5.7L ,2
13968-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2013 Chevy corvette 5.7L ,2
13968-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2013 Chevy corvette 5.7L ,2
13968-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2007 Chevy corvette 6.0L ,2
13968-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2007 Chevy corvette 6.0L ,2
13968-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2007 Chevy corvette 6.0L ,2
13968-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2008-2013 Chevy corvette 6.2L ,2
13968-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2008-2013 Chevy corvette 6.2L ,2
13968-370,Chevrolet,350amp Hairpin,9,9,9,17,$599 ,,10,15,20,2008-2013 Chevy corvette 6.2L ,2
13968-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2013 Chevy corvetter 7.0L Except ZR1,2
13968-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2013 Chevy corvetter 7.0L Except ZR1,2
13968-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2013 Chevy corvetter 7.0L Except ZR1,2
8302-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,2005-2012 Chevy express van w/ 2 pin plug,2
8302-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,,10,15,20,2005-2012 Chevy express van w/ 2 pin plug,2
8302-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 Chevy express van w/ 2 pin plug,2
8302-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2012 Chevy express van w/ 2 pin plug,2
8302-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2012 Chevy express van w/ 2 pin plug,2
8206-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,,10,15,20,1996-2012 Chevy express van w/ 4 pin plug ,2
8206-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,,10,15,20,1996-2012 Chevy express van w/ 4 pin plug ,2
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1996-2012 Chevy express van w/ 4 pin plug ,2
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1996-2012 Chevy express van w/ 4 pin plug ,2
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1996-2012 Chevy express van w/ 4 pin plug ,2
81657-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 Chevy full size blazer / all gas engines ,2
81657-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 Chevy full size blazer / all gas engines ,2
81657-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 Chevy full size blazer / all gas engines ,2
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2001-2007 Chevy full size truck 6.6L Duramax ,2
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2001-2007 Chevy full size truck 6.6L Duramax ,2
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2001-2007 Chevy full size truck 6.6L Duramax ,2
8302-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2008-2013 Chevy full size truck 6.6L Duramax ,2
8302-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2008-2013 Chevy full size truck 6.6L Duramax ,2
8302-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2008-2013 Chevy full size truck 6.6L Duramax ,2
81657-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 Chevy full size truck all gas engines ,2
81657-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 Chevy full size truck all gas engines ,2
81657-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 Chevy full size truck all gas engines ,2
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 Chevy full size truck all gas engines ,2
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1996-2004 Chevy full size truck all gas engines ,2
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1996-2004 Chevy full size truck all gas engines ,2
