Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford F-150 5.0L ,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1993-1996 Ford F-150 5.0L ,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford F-150 5.0L ,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1993-1996 Ford F-150 5.0L ,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1993-1996 Ford F-150 5.0L ,
11532-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,2011-2014 Ford F-150 5.0L ,
11532-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2014 Ford F-150 5.0L ,
11532-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2014 Ford F-150 5.0L ,
7790-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7790-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7790-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7790-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7790-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7790-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1997-2002 Ford F-150 5.4L,
7776-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2003 Ford F-150 5.4L ,
7776-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2003 Ford F-150 5.4L ,
7776-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2003 Ford F-150 5.4L ,
7776-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2003 Ford F-150 5.4L ,
8315-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2004-2011 Ford F-150 5.4L,
8315-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2004-2011 Ford F-150 5.4L,
8315-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2004-2011 Ford F-150 5.4L,
8315-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2004-2011 Ford F-150 5.4L,
7712-240,Ford,240amp 3 phase ,9,9,9,17,$349 ,,10,15,20,1987-1992 Ford F-150 5.8L ,
7750-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1993-1996 Ford F-150 5.8L ,
7790-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
7790-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
7790-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
7790-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
7790-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
7790-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 5.4L,
8429-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 5.4L ,
8429-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 5.4L ,
8429-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 5.4L ,
8429-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 5.4L ,
11293-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 5.4L,
11293-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 5.4L,
11293-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 5.4L,
11293-240,Ford,240amp 3 phase ,9,9,9,17,$359 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 5.4L,
11293-320,Ford,320amp 3 phase ,9,9,9,17,$459 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 5.4L,
7796-240,Ford,240amp 3 phase ,9,9,9,17,$359 ,,10,15,20,2003-2007 Ford F250/F350 Super Duty 6.0L Diesel ,
7796-320,Ford,320amp 3 phase ,9,9,9,17,$459 ,,10,15,20,2003-2007 Ford F250/F350 Super Duty 6.0L Diesel ,
7796-250,Ford,250amp hairpin,9,9,9,17,$399 ,,10,15,20,2003-2007 Ford F250/F350 Super Duty 6.0L Diesel ,
7796-300,Ford,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2003-2007 Ford F250/F350 Super Duty 6.0L Diesel ,
7796-370,Ford,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2003-2007 Ford F250/F350 Super Duty 6.0L Diesel ,
11290-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2008-2010 Ford F250/F350 Super Duty 6.4L Diesel ,
11290-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2008-2010 Ford F250/F350 Super Duty 6.4L Diesel ,
11290-250,Ford,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2008-2010 Ford F250/F350 Super Duty 6.4L Diesel ,
11290-300,Ford,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2008-2010 Ford F250/F350 Super Duty 6.4L Diesel ,
11290-370,Ford,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2008-2010 Ford F250/F350 Super Duty 6.4L Diesel ,
11627-250,Ford,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2011-2014 Ford F250/F350 Super Duty 6.7L Diesel ,
11627-300,Ford,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2011-2014 Ford F250/F350 Super Duty 6.7L Diesel ,
11627-370,Ford,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2011-2014 Ford F250/F350 Super Duty 6.7L Diesel ,
7790-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
7790-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
7790-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
7790-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
7790-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
7790-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1999-2001 Ford F250/F350 Super Duty 6.8L ,
8429-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 6.8L ,
8429-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 6.8L ,
8429-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 6.8L ,
8429-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2008 Ford F250/F350 Super Duty 6.8L ,
11293-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 6.8L ,
11293-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 6.8L ,
11293-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 6.8L ,
11293-240,Ford,3 phase ,9,9,9,17,$359 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 6.8L ,
11293-320,Ford,3 phase ,9,9,9,17,$459 ,,10,15,20,2009-2010 Ford F250/F350 Super Duty 6.8L ,
7768-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7768-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7768-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7768-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7768-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7768-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1997-1998 Ford F250/F350 Super Duty 7.3L Diesel ,
7796-240,Ford,3 phase ,9,9,9,17,$359 ,,10,15,20,1999-2003 Ford F250/F350 Super Duty 7.3L Diesel ,
7796-320,Ford,3 phase ,9,9,9,17,$459 ,,10,15,20,1999-2003 Ford F250/F350 Super Duty 7.3L Diesel ,
7796-250,Ford,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2003 Ford F250/F350 Super Duty 7.3L Diesel ,
7796-300,Ford,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1999-2003 Ford F250/F350 Super Duty 7.3L Diesel ,
7796-370,Ford,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1999-2003 Ford F250/F350 Super Duty 7.3L Diesel ,
8442-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2007 Ford Five hundred 3.9L ,
8442-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2007 Ford Five hundred 3.9L ,
11658-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2009-2014 Ford Flex 3.5L,
11658-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2014 Ford Flex 3.5L,
11658-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2014 Ford Flex 3.5L,
11272-270,Ford,6 phase ,9,9,9,17,$429 ,,10,15,20,2008-2011 Ford Focus 2.0L ,
8442-240,Ford,3 phase ,9,9,9,17,$349 ,,10,15,20,2005-2007 Ford Freestyle 3.0L ,
11238-240,Ford,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2005-2007 Ford Freestyle 3.0L w/ aux air conditioning ,
11238-320,Ford,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2005-2007 Ford Freestyle 3.0L w/ aux air conditioning ,
11172-270,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2006-2009 Ford Fusion 2.3L ,
11272-270,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2010 Ford Fusion 2.5L ,
11542-270,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2012 Ford Fusion 2.5L ,
11173-270,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2006-2009 Ford Fusion 3.0L ,
11411-270,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2010 Ford Fusion 3.0L ,
11273-250a,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2012 Ford Fusion 3.5L ,
11273-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2012 Ford Fusion 3.5L ,
11273-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2012 Ford Fusion 3.5L ,
7058-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1965-1985 Ford All except FE Engines ,
7058-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1965-1985 Ford FE Engines ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1987-1993 Ford Mustang 2.3L ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1994-2004 Ford Mustang 3.8L ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2004 Ford Mustang 3.9L ,
8447-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
11429-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
8447-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
8447-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2008 Ford Mustang 4.0L ,
11429-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
11429-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2010 Ford Mustang 4.0L ,
7753-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1996-1998 Ford Mustang 4.6L SOHC ,
7753-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1996-1998 Ford Mustang 4.6L SOHC ,
7753-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1996-1998 Ford Mustang 4.6L SOHC ,
7753-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1996-1998 Ford Mustang 4.6L SOHC ,
8516-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
8516-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
8516-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
8516-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
8516-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
8516-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2008 Ford Mustang 4.6L SOHC,
11292-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2009-2010 Ford Mustang 4.6L ,
11292-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2009-2010 Ford Mustang 4.6L ,
11292-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2010 Ford Mustang 4.6L ,
11292-240,Ford,6 phase ,9,9,9,17,$359 ,,10,15,20,2009-2010 Ford Mustang 4.6L ,
11292-320,Ford,6 phase ,9,9,9,17,$459 ,,10,15,20,2009-2010 Ford Mustang 4.6L ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1979-1995 Ford Mustang 5.0L ,
11625-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,2010-2015 Ford Mustang 5.0L ,
11625-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2010-2015 Ford Mustang 5.0L ,
11625-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2010-2015 Ford Mustang 5.0L ,
8305-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
8305-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
8305-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
8305-250,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
8305-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
8305-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2003-2004 Ford Navigator 5.4L,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1986-1991 Ford Ranger 2.3L ,
7750-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1992-1997 Ford Ranger 2.3L ,
7750-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1998-2001 Ford Ranger 2.5L ,
7750-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
7750-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
7750-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
7750-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
7750-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
7750-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1994-2005 Ford Ranger 3.0L ,
8520-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
8520-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
8520-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
8520-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
8520-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
8520-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2006-2009 Ford Ranger 3.0L,
7750-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
7750-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
7750-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
7750-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
7750-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
7750-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1994-2006 Ford Ranger 4.0L ,
8519-250,Ford,6 phase,9,9,9,17,$399 ,,10,15,20,2007-2009 Ford Ranger 4.0L ,
8519-300,Ford,6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2009 Ford Ranger 4.0L ,
8519-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2009 Ford Ranger 4.0L ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1991-1999 Ford Taurus 3.0 OHV ,
7780-240,Ford,3 phase ,9,9,9,17,$349 ,,10,15,20,1996-2001 Ford Taurus 3.0L DOHC,
8269-240,Ford,3 phase ,9,9,9,17,$349 ,,10,15,20,2002-2005 Ford Taurus 3.0L DOHC,
8263-220,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2000-2001 Ford Taurus 3.0L OHV ,
8268-220,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,2002-2006 Ford Taurus 3.0L OHV ,
11273-250a,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,2008-2010 Ford Taurus 3.5L Non-Turbo ,
11273-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,2008-2010 Ford Taurus 3.5L Non-Turbo ,
11273-370,Ford,3 phase ,9,9,9,17,$599 ,,10,15,20,2008-2010 Ford Taurus 3.5L Non-Turbo ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1990-1995 Ford Taurus 3.8L ,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1989-1993 Ford Thunderbird 3.8L ,
13978-240,Ford,3 phase ,9,9,9,17,$359 ,,10,15,20,2002-2005 Ford Thunderbird 3.9L ,
13978-320,Ford,3 phase ,9,9,9,17,$459 ,,10,15,20,2002-2005 Ford Thunderbird 3.9L ,
7753-240,Ford,3 phase ,9,9,9,17,$329 ,,10,15,20,1994-1997 Ford Thunerbird 4.6L,
7753-270,Ford,3 phase ,9,9,9,17,$399 ,,10,15,20,1994-1997 Ford Thunerbird 4.6L,
7753-300,Ford,3 phase ,9,9,9,17,$429 ,,10,15,20,1994-1997 Ford Thunerbird 4.6L,
7753-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1994-1997 Ford Thunerbird 4.6L,
7712-250,Ford,6 phase ,9,9,9,17,$399 ,,10,15,20,1989-1993 Ford Thunderbird 5.0L ,
8310-240,Ford,3 phase ,9,9,9,17,$359 ,,10,15,20,1998 Ford Town Car 4.6L ,
8310-320,Ford,3 phase ,9,9,9,17,$459 ,,10,15,20,1998 Ford Town Car 4.6L ,
8310-370,Ford,6 phase ,9,9,9,17,$599 ,,10,15,20,1998 Ford Town Car 4.6L ,
11272-270,Ford,6 phase ,9,9,9,17,$429 ,,10,15,20,2010-2013 Ford Transit Connect 2.0L ,
11252-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2013 GMC Acadia 3.6L ,
8497-240,GMC,3 Phase ,9,9,9,17,$329 ,,10,15,20,2002-2006 GMC Envoy 4.2L ,
8497-270,GMC,3 Phase ,9,9,9,17,$399 ,,10,15,20,2002-2006 GMC Envoy 4.2L ,
8497-350,GMC,6 phase,9,9,9,17,$659 ,,10,15,20,2002-2006 GMC Envoy 4.2L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2003-2006 GMC Envoy 5.3L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2003-2006 GMC Envoy 5.3L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2003-2006 GMC Envoy 5.3L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2003-2006 GMC Envoy 5.3L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2003-2006 GMC Envoy 5.3L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2007-2008 GMC Envoy 5.3L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2008 GMC Envoy 5.3L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2008 GMC Envoy 5.3L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2007-2008 GMC Envoy 5.3L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2007-2008 GMC Envoy 5.3L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2006 GMC Envoy 6.0L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006 GMC Envoy 6.0L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006 GMC Envoy 6.0L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2006 GMC Envoy 6.0L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2006 GMC Envoy 6.0L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2007-2009 GMC Envoy 6.0L,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2009 GMC Envoy 6.0L,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2009 GMC Envoy 6.0L,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2007-2009 GMC Envoy 6.0L,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2007-2009 GMC Envoy 6.0L,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
